study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_name	library_layout	library_strategy	library_source	experiment_title	study_title	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy	sample_alias	sample_title
PRJEB30958	SAMEA5242824	ERS3050226	ERX3151446	ERR3090619	9606	Homo sapiens	Illumina HiSeq 2500	S14_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090619/ERR3090619.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090619/ERR3090619.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090619/mirs_108_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090619/mirs_108_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090619	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090619			mirs_108	classifiedReads
PRJEB30958	SAMEA5242825	ERS3050227	ERX3151447	ERR3090620	9606	Homo sapiens	Illumina HiSeq 2500	S14_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090620/ERR3090620.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090620/ERR3090620.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090620/mirs_109_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090620/mirs_109_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090620	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090620			mirs_109	classifiedReads
PRJEB30958	SAMEA5242826	ERS3050228	ERX3151448	ERR3090621	9606	Homo sapiens	Illumina HiSeq 2500	S14_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090621/ERR3090621.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090621/ERR3090621.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090621/mirs_110_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090621/mirs_110_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090621	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090621			mirs_110	classifiedReads
PRJEB30958	SAMEA5242827	ERS3050229	ERX3151449	ERR3090622	9606	Homo sapiens	Illumina HiSeq 2500	S14_T5	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090622/ERR3090622.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090622/ERR3090622.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090622/mirs_111_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090622/mirs_111_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090622	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090622			mirs_111	classifiedReads
PRJEB30958	SAMEA5242828	ERS3050230	ERX3151450	ERR3090623	9606	Homo sapiens	Illumina HiSeq 2500	S14_T6	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090623/ERR3090623.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090623/ERR3090623.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090623/mirs_112_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090623/mirs_112_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090623	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090623			mirs_112	classifiedReads
PRJEB30958	SAMEA5242829	ERS3050231	ERX3151451	ERR3090624	9606	Homo sapiens	Illumina HiSeq 2500	S15_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090624/ERR3090624.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090624/ERR3090624.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090624/mirs_113_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090624/mirs_113_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090624	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090624			mirs_113	classifiedReads
PRJEB30958	SAMEA5242830	ERS3050232	ERX3151452	ERR3090625	9606	Homo sapiens	Illumina HiSeq 2500	S15_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090625/ERR3090625.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090625/ERR3090625.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090625/mirs_114_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090625/mirs_114_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090625	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090625			mirs_114	classifiedReads
PRJEB30958	SAMEA5242831	ERS3050233	ERX3151453	ERR3090626	9606	Homo sapiens	Illumina HiSeq 2500	S15_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090626/ERR3090626.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090626/ERR3090626.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090626/mirs_115_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090626/mirs_115_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090626	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090626			mirs_115	classifiedReads
PRJEB30958	SAMEA5242832	ERS3050234	ERX3151454	ERR3090627	9606	Homo sapiens	Illumina HiSeq 2500	S15_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090627/ERR3090627.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090627/ERR3090627.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090627/mirs_116_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090627/mirs_116_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090627	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090627			mirs_116	classifiedReads
PRJEB30958	SAMEA5242833	ERS3050235	ERX3151455	ERR3090628	9606	Homo sapiens	Illumina HiSeq 2500	S15_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090628/ERR3090628.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090628/ERR3090628.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090628/mirs_117_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090628/mirs_117_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090628	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090628			mirs_117	classifiedReads
PRJEB30958	SAMEA5242834	ERS3050236	ERX3151456	ERR3090629	9606	Homo sapiens	Illumina HiSeq 2500	S17_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090629/ERR3090629.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090629/ERR3090629.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090629/mirs_121_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090629/mirs_121_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090629	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090629			mirs_121	classifiedReads
PRJEB30958	SAMEA5242835	ERS3050237	ERX3151457	ERR3090630	9606	Homo sapiens	Illumina HiSeq 2500	S17_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090630/ERR3090630.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090630/ERR3090630.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090630/mirs_122_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090630/mirs_122_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090630	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090630			mirs_122	classifiedReads
PRJEB30958	SAMEA5242836	ERS3050238	ERX3151458	ERR3090631	9606	Homo sapiens	Illumina HiSeq 2500	S17_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090631/ERR3090631.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090631/ERR3090631.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090631/mirs_123_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090631/mirs_123_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090631	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090631			mirs_123	classifiedReads
PRJEB30958	SAMEA5242837	ERS3050239	ERX3151459	ERR3090632	9606	Homo sapiens	Illumina HiSeq 2500	S17_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090632/ERR3090632.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090632/ERR3090632.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090632/mirs_124_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090632/mirs_124_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090632	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090632			mirs_124	classifiedReads
PRJEB30958	SAMEA5242838	ERS3050240	ERX3151460	ERR3090633	9606	Homo sapiens	Illumina HiSeq 2500	S17_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090633/ERR3090633.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090633/ERR3090633.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090633/mirs_125_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090633/mirs_125_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090633	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090633			mirs_125	classifiedReads
PRJEB30958	SAMEA5242839	ERS3050241	ERX3151461	ERR3090634	9606	Homo sapiens	Illumina HiSeq 2500	S19_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090634/ERR3090634.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090634/ERR3090634.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090634/mirs_126_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090634/mirs_126_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090634	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090634			mirs_126	classifiedReads
PRJEB30958	SAMEA5242840	ERS3050242	ERX3151462	ERR3090635	9606	Homo sapiens	Illumina HiSeq 2500	S19_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090635/ERR3090635.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090635/ERR3090635.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090635/mirs_127_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090635/mirs_127_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090635	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090635			mirs_127	classifiedReads
PRJEB30958	SAMEA5242841	ERS3050243	ERX3151463	ERR3090636	9606	Homo sapiens	Illumina HiSeq 2500	S19_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090636/ERR3090636.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090636/ERR3090636.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090636/mirs_128_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090636/mirs_128_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090636	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090636			mirs_128	classifiedReads
PRJEB30958	SAMEA5242842	ERS3050244	ERX3151464	ERR3090637	9606	Homo sapiens	Illumina HiSeq 2500	S19_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090637/ERR3090637.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090637/ERR3090637.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090637/mirs_129_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090637/mirs_129_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090637	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090637			mirs_129	classifiedReads
PRJEB30958	SAMEA5242843	ERS3050245	ERX3151465	ERR3090638	9606	Homo sapiens	Illumina HiSeq 2500	S20_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090638/ERR3090638.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090638/ERR3090638.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090638/mirs_133_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090638/mirs_133_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090638	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090638			mirs_133	classifiedReads
PRJEB30958	SAMEA5242844	ERS3050246	ERX3151466	ERR3090639	9606	Homo sapiens	Illumina HiSeq 2500	S20_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090639/ERR3090639.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/009/ERR3090639/ERR3090639.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090639/mirs_134_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090639/mirs_134_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090639	ftp.sra.ebi.ac.uk/vol1/err/ERR309/009/ERR3090639			mirs_134	classifiedReads
PRJEB30958	SAMEA5242845	ERS3050247	ERX3151467	ERR3090640	9606	Homo sapiens	Illumina HiSeq 2500	S20_T5	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090640/ERR3090640.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/000/ERR3090640/ERR3090640.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090640/mirs_135_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090640/mirs_135_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090640	ftp.sra.ebi.ac.uk/vol1/err/ERR309/000/ERR3090640			mirs_135	classifiedReads
PRJEB30958	SAMEA5242846	ERS3050248	ERX3151468	ERR3090641	9606	Homo sapiens	Illumina HiSeq 2500	S21_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090641/ERR3090641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/001/ERR3090641/ERR3090641.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090641/mirs_136_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090641/mirs_136_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090641	ftp.sra.ebi.ac.uk/vol1/err/ERR309/001/ERR3090641			mirs_136	classifiedReads
PRJEB30958	SAMEA5242847	ERS3050249	ERX3151469	ERR3090642	9606	Homo sapiens	Illumina HiSeq 2500	S21_T1	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090642/ERR3090642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/002/ERR3090642/ERR3090642.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090642/mirs_137_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090642/mirs_137_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090642	ftp.sra.ebi.ac.uk/vol1/err/ERR309/002/ERR3090642			mirs_137	classifiedReads
PRJEB30958	SAMEA5242848	ERS3050250	ERX3151470	ERR3090643	9606	Homo sapiens	Illumina HiSeq 2500	S21_T2	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090643/ERR3090643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/003/ERR3090643/ERR3090643.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090643/mirs_138_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090643/mirs_138_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090643	ftp.sra.ebi.ac.uk/vol1/err/ERR309/003/ERR3090643			mirs_138	classifiedReads
PRJEB30958	SAMEA5242849	ERS3050251	ERX3151471	ERR3090644	9606	Homo sapiens	Illumina HiSeq 2500	S21_T3	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090644/ERR3090644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/004/ERR3090644/ERR3090644.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090644/mirs_139_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090644/mirs_139_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090644	ftp.sra.ebi.ac.uk/vol1/err/ERR309/004/ERR3090644			mirs_139	classifiedReads
PRJEB30958	SAMEA5242850	ERS3050252	ERX3151472	ERR3090645	9606	Homo sapiens	Illumina HiSeq 2500	S21_T4	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090645/ERR3090645.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/005/ERR3090645/ERR3090645.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090645/mirs_140_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090645/mirs_140_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090645	ftp.sra.ebi.ac.uk/vol1/err/ERR309/005/ERR3090645			mirs_140	classifiedReads
PRJEB30958	SAMEA5242851	ERS3050253	ERX3151473	ERR3090646	9606	Homo sapiens	Illumina HiSeq 2500	S21_T5	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090646/ERR3090646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/006/ERR3090646/ERR3090646.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090646/mirs_141_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090646/mirs_141_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090646	ftp.sra.ebi.ac.uk/vol1/err/ERR309/006/ERR3090646			mirs_141	classifiedReads
PRJEB30958	SAMEA5242852	ERS3050254	ERX3151474	ERR3090647	9606	Homo sapiens	Illumina HiSeq 2500	S21_T6	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090647/ERR3090647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/007/ERR3090647/ERR3090647.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090647/mirs_142_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090647/mirs_142_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090647	ftp.sra.ebi.ac.uk/vol1/err/ERR309/007/ERR3090647			mirs_142	classifiedReads
PRJEB30958	SAMEA5242853	ERS3050255	ERX3151475	ERR3090648	9606	Homo sapiens	Illumina HiSeq 2500	S22_T0	SINGLE	WGS	METAGENOMIC	Illumina HiSeq 2500 sequencing	Enhanced performance of next-generation sequencing diagnostics compared to standard of care microbiological diagnostics in patients suffering from septic shock	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090648/ERR3090648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR309/008/ERR3090648/ERR3090648.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090648/mirs_143_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR309/ERR3090648/mirs_143_kraken_filtered.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090648	ftp.sra.ebi.ac.uk/vol1/err/ERR309/008/ERR3090648			mirs_143	classifiedReads
